CustomerID,CustomerName,Region,CustomerSince
11277,Customer 1277,North,2016-10-07
11278,Customer 1278,East,2016-09-11
11279,Customer 1279,North,2017-11-07
11280,Customer 1280,West,2019-06-18
11281,Customer 1281,South,2016-10-23
11282,Customer 1282,East,2017-01-27
11283,Customer 1283,North,2015-10-16
11284,Customer 1284,North,2018-12-08
11285,Customer 1285,East,2016-12-21
11286,Customer 1286,South,2016-09-29
11287,Customer 1287,South,2015-08-23
11288,Customer 1288,South,2016-02-20
11289,Customer 1289,West,2017-07-26
11290,Customer 1290,North,2016-05-13
11291,Customer 1291,North,2017-08-31
11292,Customer 1292,North,2016-09-25
11293,Customer 1293,West,2019-08-01
11294,Customer 1294,North,2017-10-16
11295,Customer 1295,West,2015-04-25
11296,Customer 1296,South,2017-07-20
11297,Customer 1297,East,2016-11-04
11298,Customer 1298,North,2019-10-03
11299,Customer 1299,North,2018-06-11
11300,Customer 1300,South,2019-04-13
11301,Customer 1301,East,2017-10-31
11302,Customer 1302,West,2015-07-25
11303,Customer 1303,East,2019-08-30
11304,Customer 1304,South,2015-09-04
11305,Customer 1305,South,2019-05-02
11306,Customer 1306,East,2017-01-27
11307,Customer 1307,West,2018-02-24
11308,Customer 1308,West,2015-05-27
11309,Customer 1309,North,2015-04-28
11310,Customer 1310,West,2018-11-06
11311,Customer 1311,East,2016-02-16
11312,Customer 1312,South,2019-08-15
11313,Customer 1313,North,2019-05-27
11314,Customer 1314,North,2015-12-29
11315,Customer 1315,South,2019-03-13
11316,Customer 1316,West,2015-05-17
11317,Customer 1317,South,2018-04-13
11318,Customer 1318,West,2018-08-05
11319,Customer 1319,South,2017-08-15
11320,Customer 1320,East,2019-02-13
11321,Customer 1321,West,2015-01-19
11322,Customer 1322,East,2015-07-14
11323,Customer 1323,North,2015-11-26
11324,Customer 1324,South,2015-06-24
11325,Customer 1325,North,2017-09-28
11326,Customer 1326,North,2016-03-24
11327,Customer 1327,North,2017-08-03
11328,Customer 1328,North,2018-10-09
11329,Customer 1329,South,2019-03-03
11330,Customer 1330,North,2015-05-21
11331,Customer 1331,South,2017-01-27
11332,Customer 1332,South,2017-07-18
11333,Customer 1333,East,2015-04-03
11334,Customer 1334,West,2015-08-27
11335,Customer 1335,West,2015-07-24
11336,Customer 1336,South,2016-07-13
11337,Customer 1337,East,2018-12-27
11338,Customer 1338,South,2015-09-02
11339,Customer 1339,South,2017-04-11
11340,Customer 1340,South,2018-09-02
11341,Customer 1341,East,2017-07-13
11342,Customer 1342,West,2015-10-22
11343,Customer 1343,East,2016-10-01
11344,Customer 1344,North,2017-05-05
11345,Customer 1345,East,2018-07-29
11346,Customer 1346,East,2015-01-17
11347,Customer 1347,East,2015-03-12
11348,Customer 1348,East,2018-07-16
11349,Customer 1349,West,2018-09-10
11350,Customer 1350,North,2019-12-23
11351,Customer 1351,West,2015-11-01
11352,Customer 1352,West,2019-01-14
11353,Customer 1353,East,2017-10-27
11354,Customer 1354,South,2018-08-30
11355,Customer 1355,South,2017-03-27
11356,Customer 1356,West,2018-01-31
11357,Customer 1357,West,2017-03-31
11358,Customer 1358,East,2015-07-12
11359,Customer 1359,West,2019-11-12
11360,Customer 1360,East,2019-05-17
11361,Customer 1361,South,2016-06-12
11362,Customer 1362,South,2015-06-20
11363,Customer 1363,North,2019-04-10
11364,Customer 1364,South,2015-09-08
11365,Customer 1365,West,2019-11-24
11366,Customer 1366,South,2018-11-11
11367,Customer 1367,East,2018-05-15
11368,Customer 1368,South,2016-06-24
11369,Customer 1369,North,2019-07-11
11370,Customer 1370,South,2016-02-20
11371,Customer 1371,East,2017-03-04
11372,Customer 1372,East,2018-11-04
11373,Customer 1373,West,2018-03-13
11374,Customer 1374,South,2015-01-25
11375,Customer 1375,East,2016-10-29
11376,Customer 1376,North,2018-01-01
11377,Customer 1377,West,2016-09-23
11378,Customer 1378,North,2018-01-21
11379,Customer 1379,South,2016-05-19
11380,Customer 1380,South,2019-06-10
11381,Customer 1381,South,2015-12-02
11382,Customer 1382,West,2016-02-29
11383,Customer 1383,East,2016-05-13
11384,Customer 1384,West,2018-10-19
11385,Customer 1385,North,2017-08-04
11386,Customer 1386,West,2016-09-21
11387,Customer 1387,North,2019-11-04
11388,Customer 1388,West,2018-05-07
11389,Customer 1389,East,2016-12-18
11390,Customer 1390,North,2018-12-07
11391,Customer 1391,South,2015-12-05
11392,Customer 1392,South,2016-10-20
11393,Customer 1393,West,2017-08-19
11394,Customer 1394,South,2016-03-04
11395,Customer 1395,North,2019-12-12
11396,Customer 1396,South,2017-06-17
11397,Customer 1397,East,2015-05-19
11398,Customer 1398,East,2019-09-13
11399,Customer 1399,West,2017-07-30
11400,Customer 1400,North,2016-06-25
11401,Customer 1401,East,2015-02-26
11402,Customer 1402,East,2018-06-09
11403,Customer 1403,North,2016-10-19
11404,Customer 1404,South,2016-03-10
11405,Customer 1405,South,2016-01-19
11406,Customer 1406,West,2016-07-13
11407,Customer 1407,South,2015-07-13
11408,Customer 1408,North,2019-10-26
11409,Customer 1409,East,2019-07-30
11410,Customer 1410,South,2016-06-17
11411,Customer 1411,West,2016-06-01
11412,Customer 1412,South,2016-12-16
11413,Customer 1413,North,2017-01-20
11414,Customer 1414,West,2015-07-04
11415,Customer 1415,South,2015-10-19
11416,Customer 1416,West,2018-09-20
11417,Customer 1417,North,2017-01-01
11418,Customer 1418,East,2015-04-26
11419,Customer 1419,North,2017-04-04
11420,Customer 1420,North,2017-12-08
11421,Customer 1421,North,2016-11-15
11422,Customer 1422,North,2015-03-23
11423,Customer 1423,East,2017-04-13
11424,Customer 1424,East,2015-11-29
11425,Customer 1425,West,2016-07-10
11426,Customer 1426,South,2015-12-01
11427,Customer 1427,East,2016-06-15
11428,Customer 1428,East,2015-08-09
11429,Customer 1429,South,2016-09-26
11430,Customer 1430,East,2019-11-05
11431,Customer 1431,North,2019-10-23
11432,Customer 1432,North,2015-11-19
11433,Customer 1433,South,2015-01-03
11434,Customer 1434,West,2019-09-14
11435,Customer 1435,West,2015-07-25
11436,Customer 1436,South,2015-02-09
11437,Customer 1437,South,2015-02-28
11438,Customer 1438,North,2017-08-08
11439,Customer 1439,West,2016-07-27
11440,Customer 1440,East,2016-10-05
11441,Customer 1441,North,2019-03-11
11442,Customer 1442,South,2019-05-15
11443,Customer 1443,West,2017-04-22
11444,Customer 1444,East,2018-02-19
11445,Customer 1445,East,2019-02-11
11446,Customer 1446,North,2016-09-10
11447,Customer 1447,West,2015-04-06
11448,Customer 1448,West,2018-12-08
11449,Customer 1449,South,2018-06-12
11450,Customer 1450,West,2017-06-16
11451,Customer 1451,West,2017-12-21
11452,Customer 1452,North,2018-07-03
11453,Customer 1453,West,2016-07-14
11454,Customer 1454,East,2017-06-23
11455,Customer 1455,North,2015-12-14
11456,Customer 1456,North,2016-11-01
11457,Customer 1457,South,2018-02-21
11458,Customer 1458,West,2019-02-14
11459,Customer 1459,South,2015-11-13
11460,Customer 1460,East,2019-03-08
11461,Customer 1461,North,2016-12-19
11462,Customer 1462,North,2017-12-07
11463,Customer 1463,North,2018-12-03
11464,Customer 1464,East,2018-03-05
11465,Customer 1465,East,2018-05-09
11466,Customer 1466,South,2015-09-07
11467,Customer 1467,South,2015-11-10
11468,Customer 1468,South,2018-10-23
11469,Customer 1469,West,2018-12-23
11470,Customer 1470,North,2017-03-17
11471,Customer 1471,North,2019-02-12
11472,Customer 1472,South,2018-08-30
11473,Customer 1473,North,2019-03-04
11474,Customer 1474,South,2019-10-11
11475,Customer 1475,West,2018-10-10
11476,Customer 1476,West,2016-04-29
11477,Customer 1477,East,2018-05-19
11478,Customer 1478,West,2019-09-24
11479,Customer 1479,South,2015-02-13
11480,Customer 1480,West,2019-04-14
11481,Customer 1481,East,2016-07-24
11482,Customer 1482,North,2016-08-05
11483,Customer 1483,South,2018-01-20
11484,Customer 1484,North,2018-07-12
11485,Customer 1485,East,2017-06-13
11486,Customer 1486,East,2015-08-08
11487,Customer 1487,East,2017-07-13
11488,Customer 1488,North,2019-01-05
11489,Customer 1489,North,2016-02-05
11490,Customer 1490,North,2018-11-24
11491,Customer 1491,North,2016-12-27
11492,Customer 1492,East,2017-09-17
11493,Customer 1493,East,2017-06-17
11494,Customer 1494,South,2019-12-18
11495,Customer 1495,South,2019-05-19
11496,Customer 1496,North,2017-05-07
11497,Customer 1497,West,2017-03-14
11498,Customer 1498,West,2016-05-04
11499,Customer 1499,East,2019-02-17
11500,Customer 1500,East,2019-11-16
11501,Customer 1501,East,2019-02-02
11502,Customer 1502,South,2019-05-17
11503,Customer 1503,South,2017-07-26
11504,Customer 1504,East,2017-04-23
11505,Customer 1505,East,2019-09-02
11506,Customer 1506,East,2019-01-08
11507,Customer 1507,West,2018-07-16
11508,Customer 1508,South,2015-09-24
11509,Customer 1509,West,2015-02-23
11510,Customer 1510,West,2016-06-11
11511,Customer 1511,East,2019-03-24
11512,Customer 1512,East,2016-09-07
11513,Customer 1513,North,2017-12-18
11514,Customer 1514,North,2017-11-29
11515,Customer 1515,West,2018-06-14
11516,Customer 1516,South,2017-08-12
11517,Customer 1517,East,2016-01-21
11518,Customer 1518,East,2019-06-18
11519,Customer 1519,West,2017-01-03
11520,Customer 1520,North,2016-12-16
11521,Customer 1521,South,2016-10-11
11522,Customer 1522,North,2015-10-27
11523,Customer 1523,North,2016-01-30
11524,Customer 1524,North,2018-05-15
11525,Customer 1525,North,2018-09-21
11526,Customer 1526,East,2016-08-15
11527,Customer 1527,East,2019-10-20
11528,Customer 1528,North,2016-05-28
11529,Customer 1529,South,2018-04-16
11530,Customer 1530,West,2016-01-31
11531,Customer 1531,South,2016-01-06
11532,Customer 1532,South,2017-05-07
11533,Customer 1533,South,2017-03-01
11534,Customer 1534,North,2016-10-19
11535,Customer 1535,East,2018-09-03
11536,Customer 1536,South,2017-01-05
11537,Customer 1537,North,2018-10-24
11538,Customer 1538,South,2016-01-19
11539,Customer 1539,South,2015-03-03
11540,Customer 1540,North,2016-05-19
11541,Customer 1541,East,2015-08-27
11542,Customer 1542,East,2015-07-14
11543,Customer 1543,West,2016-11-08
11544,Customer 1544,North,2018-05-30
11545,Customer 1545,West,2015-03-02
11546,Customer 1546,West,2018-02-26
11547,Customer 1547,West,2017-09-16
11548,Customer 1548,East,2016-11-15
11549,Customer 1549,North,2015-06-05
11550,Customer 1550,West,2018-11-02
11551,Customer 1551,North,2019-07-04
11552,Customer 1552,North,2019-12-10
11553,Customer 1553,East,2017-07-11
11554,Customer 1554,West,2017-05-17
11555,Customer 1555,West,2017-06-21
11556,Customer 1556,North,2019-12-19
11557,Customer 1557,South,2019-05-29
11558,Customer 1558,East,2017-09-25
11559,Customer 1559,East,2018-12-31
11560,Customer 1560,East,2017-09-01
11561,Customer 1561,East,2018-05-15
11562,Customer 1562,West,2016-01-23
11563,Customer 1563,West,2019-02-12
11564,Customer 1564,South,2019-12-20
11565,Customer 1565,East,2017-06-05
11566,Customer 1566,East,2017-04-17
11567,Customer 1567,North,2018-09-25
11568,Customer 1568,West,2015-12-06
11569,Customer 1569,East,2015-07-23
11570,Customer 1570,South,2015-06-10
11571,Customer 1571,South,2019-04-13
11572,Customer 1572,West,2016-01-27
11573,Customer 1573,South,2017-02-07
11574,Customer 1574,South,2019-08-28
11575,Customer 1575,West,2016-07-28
11576,Customer 1576,East,2016-06-17
11577,Customer 1577,East,2017-12-29
11578,Customer 1578,South,2017-06-11
11579,Customer 1579,South,2016-02-09
11580,Customer 1580,East,2016-08-30
11581,Customer 1581,West,2019-08-26
11582,Customer 1582,South,2019-06-03
11583,Customer 1583,North,2019-03-21
11584,Customer 1584,West,2017-04-07
11585,Customer 1585,South,2018-02-17
11586,Customer 1586,South,2016-11-20
11587,Customer 1587,North,2019-09-08
11588,Customer 1588,North,2017-06-20
11589,Customer 1589,East,2018-05-25
11590,Customer 1590,West,2015-02-25
11591,Customer 1591,West,2016-01-01
11592,Customer 1592,East,2019-09-19
11593,Customer 1593,West,2019-03-08
11594,Customer 1594,West,2019-11-03
11595,Customer 1595,West,2019-11-26
11596,Customer 1596,West,2016-03-30
11597,Customer 1597,West,2015-04-14
11598,Customer 1598,North,2015-03-18
11599,Customer 1599,West,2015-08-18
11600,Customer 1600,North,2018-07-05
11601,Customer 1601,West,2018-07-11
11602,Customer 1602,East,2015-11-27
11603,Customer 1603,South,2018-04-20
11604,Customer 1604,North,2017-06-11
11605,Customer 1605,West,2019-11-27
11606,Customer 1606,East,2019-04-23
11607,Customer 1607,South,2016-11-18
11608,Customer 1608,North,2015-01-27
11609,Customer 1609,South,2018-07-23
11610,Customer 1610,East,2019-08-03
11611,Customer 1611,North,2015-10-26
11612,Customer 1612,South,2017-08-14
11613,Customer 1613,West,2017-03-09
11614,Customer 1614,North,2018-01-19
11615,Customer 1615,South,2016-04-24
11616,Customer 1616,East,2016-07-26
11617,Customer 1617,East,2016-04-02
11618,Customer 1618,North,2019-01-14
11619,Customer 1619,South,2015-12-31
11620,Customer 1620,North,2017-05-08
11621,Customer 1621,North,2019-08-26
11622,Customer 1622,South,2015-12-17
11623,Customer 1623,South,2019-08-06
11624,Customer 1624,West,2018-11-24
11625,Customer 1625,South,2015-09-10
11626,Customer 1626,East,2017-02-19
11627,Customer 1627,North,2017-03-13
11628,Customer 1628,North,2017-10-08
11629,Customer 1629,East,2016-04-03
11630,Customer 1630,South,2019-09-19
11631,Customer 1631,East,2017-07-05
11632,Customer 1632,East,2016-05-13
11633,Customer 1633,West,2017-08-07
11634,Customer 1634,East,2016-05-22
11635,Customer 1635,North,2018-08-20
11636,Customer 1636,East,2016-05-15
11637,Customer 1637,North,2017-03-13
11638,Customer 1638,North,2016-08-20
11639,Customer 1639,North,2015-06-15
11640,Customer 1640,South,2018-12-09
11641,Customer 1641,West,2016-04-06
11642,Customer 1642,North,2017-07-08
11643,Customer 1643,North,2015-04-24
11644,Customer 1644,South,2018-12-27
11645,Customer 1645,North,2017-09-18
11646,Customer 1646,East,2018-10-11
11647,Customer 1647,East,2019-09-15
11648,Customer 1648,West,2015-07-26
11649,Customer 1649,North,2019-11-27
11650,Customer 1650,South,2018-06-12
11651,Customer 1651,East,2019-01-05
11652,Customer 1652,South,2018-10-10
11653,Customer 1653,South,2016-05-29
11654,Customer 1654,East,2018-05-16
11655,Customer 1655,South,2016-12-09
11656,Customer 1656,East,2018-02-22
11657,Customer 1657,South,2015-05-18
11658,Customer 1658,East,2015-12-05
11659,Customer 1659,North,2016-06-20
11660,Customer 1660,West,2015-03-09
11661,Customer 1661,East,2019-05-16
11662,Customer 1662,East,2019-04-14
11663,Customer 1663,West,2016-01-18
11664,Customer 1664,East,2015-01-19
11665,Customer 1665,East,2016-11-13
11666,Customer 1666,South,2019-01-13
11667,Customer 1667,West,2015-03-15
11668,Customer 1668,North,2016-07-26
11669,Customer 1669,East,2017-07-27
11670,Customer 1670,West,2019-08-16
11671,Customer 1671,South,2018-07-23
11672,Customer 1672,North,2017-12-07
11673,Customer 1673,West,2015-07-30
11674,Customer 1674,North,2017-05-04
11675,Customer 1675,North,2016-10-12
11676,Customer 1676,North,2019-07-04
11677,Customer 1677,East,2017-09-20
11678,Customer 1678,East,2016-11-25
11679,Customer 1679,South,2016-06-23
11680,Customer 1680,South,2019-09-29
11681,Customer 1681,West,2018-04-29
11682,Customer 1682,South,2018-08-31
11683,Customer 1683,North,2017-06-19
11684,Customer 1684,North,2019-05-06
11685,Customer 1685,East,2019-08-12
11686,Customer 1686,North,2017-02-18
11687,Customer 1687,West,2019-05-05
11688,Customer 1688,North,2019-11-17
11689,Customer 1689,North,2018-02-10
11690,Customer 1690,West,2015-06-19
11691,Customer 1691,South,2019-01-31
11692,Customer 1692,South,2019-08-29
11693,Customer 1693,West,2017-11-03
11694,Customer 1694,East,2019-10-05
11695,Customer 1695,North,2015-10-15
11696,Customer 1696,West,2015-07-08
11697,Customer 1697,North,2017-07-02
11698,Customer 1698,East,2018-03-24
11699,Customer 1699,North,2019-05-10
11700,Customer 1700,West,2016-11-24
11701,Customer 1701,North,2019-10-12
11702,Customer 1702,South,2017-06-06
11703,Customer 1703,East,2016-04-15
11704,Customer 1704,East,2018-01-03
11705,Customer 1705,East,2015-10-04
11706,Customer 1706,West,2017-07-28
11707,Customer 1707,East,2019-07-27
11708,Customer 1708,South,2018-09-28
11709,Customer 1709,West,2018-12-19
11710,Customer 1710,South,2016-07-24
11711,Customer 1711,North,2019-03-15
11712,Customer 1712,North,2017-05-06
11713,Customer 1713,North,2017-09-27
11714,Customer 1714,North,2018-04-20
11715,Customer 1715,South,2016-04-02
11716,Customer 1716,West,2017-07-06
11717,Customer 1717,West,2017-04-12
11718,Customer 1718,East,2017-12-23
11719,Customer 1719,South,2017-04-18
11720,Customer 1720,North,2018-07-07
11721,Customer 1721,South,2015-07-12
11722,Customer 1722,East,2019-08-06
11723,Customer 1723,East,2016-09-07
11724,Customer 1724,South,2016-02-10
11725,Customer 1725,South,2019-10-16
11726,Customer 1726,South,2019-11-13
11727,Customer 1727,West,2017-07-31
11728,Customer 1728,North,2016-12-21
11729,Customer 1729,South,2015-04-03
11730,Customer 1730,South,2016-03-05
11731,Customer 1731,South,2016-10-15
11732,Customer 1732,East,2018-12-28
11733,Customer 1733,East,2018-11-28
11734,Customer 1734,West,2016-03-09
11735,Customer 1735,North,2018-02-09
11736,Customer 1736,West,2016-01-10
11737,Customer 1737,North,2017-12-18
11738,Customer 1738,East,2017-12-02
11739,Customer 1739,East,2015-07-26
11740,Customer 1740,East,2017-02-18
11741,Customer 1741,West,2018-08-12
11742,Customer 1742,South,2018-02-15
11743,Customer 1743,South,2016-06-15
11744,Customer 1744,East,2018-05-30
11745,Customer 1745,South,2015-06-15
11746,Customer 1746,South,2016-10-04
11747,Customer 1747,West,2018-03-25
11748,Customer 1748,North,2018-04-22
11749,Customer 1749,East,2015-03-31
11750,Customer 1750,East,2018-01-22
11751,Customer 1751,West,2015-01-13
11752,Customer 1752,West,2017-08-30
11753,Customer 1753,South,2017-03-15
11754,Customer 1754,East,2017-08-02
11755,Customer 1755,North,2017-01-11
11756,Customer 1756,West,2019-01-01
11757,Customer 1757,North,2019-04-11
11758,Customer 1758,North,2019-05-30
11759,Customer 1759,East,2017-05-25
11760,Customer 1760,East,2018-03-19
11761,Customer 1761,West,2016-10-21
11762,Customer 1762,East,2017-10-28
11763,Customer 1763,East,2017-11-18
11764,Customer 1764,East,2015-10-23
11765,Customer 1765,North,2017-09-12
11766,Customer 1766,West,2017-07-14
11767,Customer 1767,South,2019-10-11
11768,Customer 1768,North,2016-10-01
11769,Customer 1769,East,2015-12-06
11770,Customer 1770,North,2016-09-19
11771,Customer 1771,East,2016-03-14
11772,Customer 1772,East,2018-03-13
11773,Customer 1773,North,2017-07-30
11774,Customer 1774,West,2017-04-09
11775,Customer 1775,East,2019-11-06
11776,Customer 1776,West,2016-06-02
11777,Customer 1777,South,2017-09-02
11778,Customer 1778,East,2017-12-04
11779,Customer 1779,West,2017-08-12
11780,Customer 1780,West,2018-06-16
11781,Customer 1781,South,2017-08-09
11782,Customer 1782,West,2017-08-01
11783,Customer 1783,West,2015-06-04
11784,Customer 1784,South,2018-04-19
11785,Customer 1785,East,2018-05-23
11786,Customer 1786,West,2015-03-29
11787,Customer 1787,West,2018-07-03
11788,Customer 1788,West,2019-03-15
11789,Customer 1789,North,2018-01-01
11790,Customer 1790,South,2017-07-19
11791,Customer 1791,North,2015-06-28
11792,Customer 1792,South,2015-07-31
11793,Customer 1793,East,2018-06-11
11794,Customer 1794,East,2016-04-09
11795,Customer 1795,West,2019-11-10
11796,Customer 1796,South,2018-05-31
11797,Customer 1797,East,2016-09-22
11798,Customer 1798,South,2017-04-04
11799,Customer 1799,East,2018-07-11
11800,Customer 1800,North,2018-05-15
11801,Customer 1801,East,2016-08-29
11802,Customer 1802,North,2017-06-03
11803,Customer 1803,East,2019-10-24
11804,Customer 1804,West,2016-01-01
11805,Customer 1805,North,2015-10-03
11806,Customer 1806,East,2016-01-15
11807,Customer 1807,West,2019-11-02
11808,Customer 1808,North,2018-08-25
11809,Customer 1809,West,2019-07-13
11810,Customer 1810,South,2018-07-15
11811,Customer 1811,South,2017-08-02
11812,Customer 1812,North,2019-12-14
11813,Customer 1813,East,2017-12-23
11814,Customer 1814,North,2017-03-20
11815,Customer 1815,West,2018-10-05
11816,Customer 1816,East,2017-07-13
11817,Customer 1817,South,2016-05-08
11818,Customer 1818,East,2019-03-27
11819,Customer 1819,South,2018-01-26
11820,Customer 1820,East,2017-12-30
11821,Customer 1821,East,2015-12-30
11822,Customer 1822,East,2016-07-23
11823,Customer 1823,West,2019-12-31
11824,Customer 1824,West,2017-02-01
11825,Customer 1825,North,2015-10-03
11826,Customer 1826,North,2015-02-19
11827,Customer 1827,South,2018-10-13
11828,Customer 1828,West,2016-12-28
11829,Customer 1829,South,2017-06-24
11830,Customer 1830,North,2017-07-16
11831,Customer 1831,South,2016-07-17
11832,Customer 1832,North,2017-02-21
11833,Customer 1833,West,2016-04-29
11834,Customer 1834,East,2018-01-12
11835,Customer 1835,West,2019-07-20
11836,Customer 1836,South,2016-08-06
11837,Customer 1837,South,2018-08-12
11838,Customer 1838,West,2015-08-24
11839,Customer 1839,West,2015-02-25
11840,Customer 1840,North,2015-12-26
11841,Customer 1841,South,2015-04-20
11842,Customer 1842,South,2015-07-11
11843,Customer 1843,West,2017-06-22
11844,Customer 1844,East,2018-01-21
11845,Customer 1845,South,2017-05-11
11846,Customer 1846,East,2016-07-21
11847,Customer 1847,West,2017-12-19
11848,Customer 1848,West,2016-10-11
11849,Customer 1849,North,2015-02-08
11850,Customer 1850,South,2019-04-13
11851,Customer 1851,East,2017-12-08
11852,Customer 1852,North,2018-12-14
11853,Customer 1853,South,2016-09-28
11854,Customer 1854,North,2017-11-02
11855,Customer 1855,West,2015-02-05
11856,Customer 1856,South,2015-04-11
11857,Customer 1857,North,2019-12-23
11858,Customer 1858,North,2018-01-14
11859,Customer 1859,East,2019-03-20
11860,Customer 1860,North,2018-05-31
11861,Customer 1861,South,2018-09-23
11862,Customer 1862,South,2015-06-15
11863,Customer 1863,East,2016-01-18
11864,Customer 1864,South,2018-10-31
11865,Customer 1865,West,2019-02-03
11866,Customer 1866,South,2017-02-28
11867,Customer 1867,South,2019-07-24
11868,Customer 1868,North,2015-01-31
11869,Customer 1869,North,2018-10-30
11870,Customer 1870,South,2015-01-11
11871,Customer 1871,East,2018-08-18
11872,Customer 1872,North,2015-04-06
11873,Customer 1873,East,2018-04-28
11874,Customer 1874,South,2016-03-28
11875,Customer 1875,South,2015-07-11
11876,Customer 1876,West,2016-04-30
11877,Customer 1877,North,2018-07-13
11878,Customer 1878,South,2018-12-18
11879,Customer 1879,West,2018-02-25
11880,Customer 1880,North,2015-08-26
11881,Customer 1881,South,2018-10-10
11882,Customer 1882,South,2018-02-09
11883,Customer 1883,North,2019-01-09
11884,Customer 1884,North,2018-09-28
11885,Customer 1885,North,2018-03-14
11886,Customer 1886,South,2017-12-24
11887,Customer 1887,South,2018-06-24
11888,Customer 1888,West,2017-01-04
11889,Customer 1889,East,2017-09-17
11890,Customer 1890,North,2019-02-22
11891,Customer 1891,South,2017-04-04
11892,Customer 1892,South,2019-01-02
11893,Customer 1893,North,2015-04-16
11894,Customer 1894,East,2015-06-30
11895,Customer 1895,North,2015-07-03
11896,Customer 1896,East,2015-08-14
11897,Customer 1897,South,2017-02-15
11898,Customer 1898,East,2017-02-28
11899,Customer 1899,West,2018-01-17
11900,Customer 1900,South,2016-11-18
11901,Customer 1901,West,2016-06-13
11902,Customer 1902,North,2018-10-26
11903,Customer 1903,North,2017-08-29
11904,Customer 1904,North,2017-07-24
11905,Customer 1905,East,2018-11-23
11906,Customer 1906,South,2015-04-16
11907,Customer 1907,North,2018-07-18
11908,Customer 1908,North,2017-04-10
11909,Customer 1909,South,2019-03-07
11910,Customer 1910,North,2016-11-09
11911,Customer 1911,West,2019-03-29
11912,Customer 1912,South,2017-04-28
11913,Customer 1913,South,2017-11-21
11914,Customer 1914,South,2016-01-28
11915,Customer 1915,West,2015-02-09
11916,Customer 1916,South,2016-10-21
11917,Customer 1917,West,2018-05-26
11918,Customer 1918,South,2019-10-21
11919,Customer 1919,East,2017-09-07
11920,Customer 1920,North,2018-01-10
11921,Customer 1921,East,2017-04-24
11922,Customer 1922,North,2019-10-10
11923,Customer 1923,West,2015-07-20
11924,Customer 1924,East,2016-03-22
11925,Customer 1925,South,2018-12-22
11926,Customer 1926,North,2017-11-27
11927,Customer 1927,North,2018-05-19
11928,Customer 1928,East,2016-03-19
11929,Customer 1929,West,2018-09-12
11930,Customer 1930,East,2017-01-30
11931,Customer 1931,West,2015-08-15
11932,Customer 1932,West,2015-02-17
11933,Customer 1933,North,2017-11-07
11934,Customer 1934,East,2017-06-30
11935,Customer 1935,East,2019-01-02
11936,Customer 1936,West,2019-09-28
11937,Customer 1937,East,2015-07-06
11938,Customer 1938,South,2015-12-11
11939,Customer 1939,South,2015-08-12
11940,Customer 1940,East,2017-04-09
11941,Customer 1941,East,2016-05-02
11942,Customer 1942,West,2017-05-26
11943,Customer 1943,South,2017-04-28
11944,Customer 1944,South,2018-06-06
11945,Customer 1945,North,2018-11-14
11946,Customer 1946,West,2017-09-05
11947,Customer 1947,North,2019-06-01
11948,Customer 1948,South,2017-10-13
11949,Customer 1949,West,2015-07-07
11950,Customer 1950,East,2015-09-27
11951,Customer 1951,West,2019-06-19
11952,Customer 1952,East,2015-11-06
11953,Customer 1953,East,2018-03-01
11954,Customer 1954,West,2019-04-24
11955,Customer 1955,East,2017-12-31
11956,Customer 1956,North,2019-12-22
11957,Customer 1957,South,2017-04-24
11958,Customer 1958,East,2019-08-23
11959,Customer 1959,North,2018-04-25
11960,Customer 1960,East,2016-04-30
11961,Customer 1961,South,2018-04-29
11962,Customer 1962,North,2018-12-16
11963,Customer 1963,South,2015-04-30
11964,Customer 1964,South,2015-08-08
11965,Customer 1965,North,2015-02-22
11966,Customer 1966,North,2019-10-24
11967,Customer 1967,North,2019-01-14
11968,Customer 1968,West,2018-12-06
11969,Customer 1969,North,2019-07-25
11970,Customer 1970,North,2018-06-14
11971,Customer 1971,North,2017-01-27
11972,Customer 1972,North,2017-01-07
11973,Customer 1973,East,2016-12-20
11974,Customer 1974,West,2016-02-10
11975,Customer 1975,South,2016-08-30
11976,Customer 1976,North,2017-10-17
11977,Customer 1977,East,2016-02-26
11978,Customer 1978,East,2016-12-12
11979,Customer 1979,East,2015-09-04
11980,Customer 1980,South,2015-03-13
11981,Customer 1981,North,2015-07-04
11982,Customer 1982,West,2015-01-06
11983,Customer 1983,West,2018-05-14
11984,Customer 1984,East,2019-04-17
11985,Customer 1985,South,2019-06-23
11986,Customer 1986,South,2017-06-24
11987,Customer 1987,South,2016-01-22
11988,Customer 1988,West,2019-11-27
11989,Customer 1989,East,2016-11-29
11990,Customer 1990,North,2018-01-04
11991,Customer 1991,West,2018-04-15
11992,Customer 1992,East,2017-04-06
11993,Customer 1993,East,2019-12-28
11994,Customer 1994,North,2015-12-15
11995,Customer 1995,North,2018-07-02
11996,Customer 1996,North,2019-09-22
11997,Customer 1997,South,2015-11-04
11998,Customer 1998,North,2018-09-30
11999,Customer 1999,East,2018-02-24
12000,Customer 2000,North,2015-10-14
12001,Customer 2001,East,2017-02-04
12002,Customer 2002,West,2016-12-25
12003,Customer 2003,South,2017-01-31
12004,Customer 2004,West,2019-06-08
12005,Customer 2005,West,2019-02-19
12006,Customer 2006,East,2016-01-18
12007,Customer 2007,West,2018-11-30
12008,Customer 2008,East,2016-01-23
12009,Customer 2009,North,2016-06-08
12010,Customer 2010,North,2019-04-30
12011,Customer 2011,East,2016-09-30
