ShipmentID,WeightKG,ShipmentType,DeliveryTimeHours
62512,24.77,Air,154
62513,26.7,Sea,11
62514,6.54,Land,64
62515,45.52,Air,14
62516,11.94,Air,146
62517,47.16,Air,136
62518,13.22,Land,54
62519,0.63,Land,114
62520,48.61,Air,139
62521,24.44,Air,162
62522,44.0,Land,194
62523,36.85,Land,140
62524,9.36,Land,195
62525,42.34,Air,54
62526,3.03,Sea,21
62527,25.62,Sea,183
62528,13.08,Air,68
62529,18.4,Sea,162
62530,37.97,Air,176
62531,34.33,Sea,92
62532,22.28,Air,148
62533,2.77,Land,184
62534,2.48,Sea,114
62535,35.26,Sea,91
62536,47.47,Land,147
62537,42.44,Sea,150
62538,6.55,Air,131
62539,6.5,Air,32
62540,30.72,Land,121
62541,33.05,Sea,141
62542,31.02,Air,77
62543,44.33,Land,154
62544,11.93,Sea,163
62545,9.03,Air,179
62546,45.75,Sea,43
62547,36.25,Sea,119
62548,35.73,Air,78
62549,17.1,Sea,163
62550,31.58,Air,138
62551,36.47,Air,9
62552,30.21,Air,118
62553,36.94,Land,139
62554,29.71,Land,184
62555,49.11,Sea,107
62556,24.85,Air,116
62557,1.12,Air,85
62558,8.59,Air,76
62559,48.23,Land,197
62560,23.74,Air,58
62561,6.47,Sea,170
62562,8.21,Sea,2
62563,1.93,Air,16
62564,11.7,Sea,136
62565,49.34,Sea,113
62566,16.78,Sea,102
62567,12.89,Air,82
62568,33.55,Air,70
62569,33.87,Air,95
62570,48.41,Air,188
62571,36.62,Sea,132
62572,5.94,Air,152
62573,49.29,Land,138
62574,37.64,Land,166
62575,13.33,Land,173
62576,13.43,Air,12
62577,48.02,Land,131
62578,10.04,Air,119
62579,11.77,Sea,54
62580,18.27,Air,176
62581,34.13,Air,190
62582,21.77,Sea,94
62583,15.91,Sea,175
62584,13.75,Air,89
62585,6.69,Air,129
62586,27.54,Land,115
62587,14.03,Land,198
62588,16.91,Sea,175
62589,0.89,Air,189
62590,26.8,Land,101
62591,34.97,Sea,173
62592,46.41,Air,34
62593,10.26,Land,53
62594,46.01,Air,184
62595,18.38,Sea,79
62596,40.22,Sea,14
62597,44.89,Sea,169
62598,48.09,Land,41
62599,16.61,Land,6
62600,13.39,Air,105
62601,22.26,Sea,46
62602,27.96,Sea,37
62603,34.69,Sea,66
62604,34.75,Air,134
62605,6.27,Land,186
62606,30.78,Air,129
62607,8.81,Sea,35
62608,35.71,Sea,87
62609,48.84,Land,59
62610,38.66,Land,6
62611,34.89,Air,2
62612,4.34,Air,23
62613,9.64,Land,119
62614,18.08,Sea,183
62615,46.71,Sea,173
62616,16.88,Land,114
62617,40.78,Land,22
62618,5.64,Sea,164
62619,33.27,Sea,2
62620,39.07,Sea,145
62621,27.37,Land,99
62622,38.46,Air,175
62623,36.32,Sea,11
62624,24.11,Land,150
62625,43.34,Land,117
62626,17.41,Sea,9
62627,21.56,Land,117
62628,27.22,Land,2
62629,6.97,Air,70
62630,26.01,Air,101
62631,16.54,Air,173
62632,13.2,Land,75
62633,29.05,Sea,188
62634,16.82,Sea,11
62635,42.85,Air,170
62636,20.79,Sea,53
62637,20.95,Land,165
62638,49.11,Air,133
62639,17.41,Air,25
62640,7.01,Land,198
62641,43.89,Land,73
62642,45.89,Air,172
62643,11.71,Air,67
62644,44.16,Sea,119
62645,24.98,Air,56
62646,2.65,Land,26
62647,27.67,Air,145
62648,42.51,Air,15
62649,20.13,Sea,195
62650,27.77,Sea,29
62651,7.46,Sea,64
62652,42.19,Air,157
62653,5.79,Land,55
62654,5.17,Land,31
62655,46.71,Sea,83
62656,43.74,Sea,168
62657,28.96,Land,191
62658,5.75,Sea,165
62659,27.53,Air,70
62660,46.07,Sea,1
62661,30.81,Land,73
62662,10.31,Sea,109
62663,45.34,Sea,106
62664,43.34,Sea,167
62665,27.56,Air,21
62666,42.69,Land,106
62667,3.29,Sea,156
62668,23.33,Air,63
62669,9.32,Land,181
62670,41.96,Land,148
62671,48.57,Air,177
62672,46.57,Air,97
62673,25.42,Land,191
62674,25.79,Sea,48
62675,45.46,Air,97
62676,36.23,Air,45
62677,4.19,Air,163
62678,6.85,Air,4
62679,47.61,Air,52
62680,18.61,Air,92
62681,9.77,Land,117
62682,36.91,Sea,44
62683,44.04,Sea,164
62684,10.72,Sea,21
62685,12.95,Land,197
62686,45.05,Land,142
62687,1.15,Land,115
62688,45.44,Air,12
62689,2.44,Air,198
62690,5.22,Air,164
62691,43.18,Land,140
62692,12.8,Sea,65
62693,11.62,Air,198
62694,42.28,Land,88
62695,27.34,Air,81
62696,17.86,Sea,163
62697,35.85,Sea,197
62698,40.58,Land,73
62699,43.21,Air,170
62700,6.41,Air,16
62701,29.34,Sea,189
62702,34.07,Land,136
62703,6.27,Land,31
62704,30.7,Air,61
62705,2.08,Air,185
62706,17.41,Land,174
62707,9.01,Sea,111
62708,28.28,Air,42
62709,9.96,Land,150
62710,39.56,Land,116
62711,6.5,Land,186
62712,38.01,Land,84
62713,5.4,Land,114
62714,22.4,Sea,84
62715,35.08,Air,55
62716,8.49,Sea,17
62717,37.74,Land,194
62718,47.69,Air,46
62719,18.98,Air,162
62720,0.51,Land,38
62721,24.1,Sea,115
62722,45.17,Sea,16
62723,33.42,Air,103
62724,35.31,Air,91
62725,39.73,Land,190
62726,45.46,Sea,4
62727,6.68,Sea,186
62728,29.72,Land,138
62729,44.54,Sea,66
62730,38.91,Sea,59
62731,12.82,Land,82
62732,43.79,Sea,164
62733,15.06,Air,104
62734,20.84,Sea,90
62735,9.69,Air,107
62736,44.32,Sea,76
62737,5.1,Land,131
62738,49.71,Land,38
62739,16.77,Air,94
62740,35.69,Sea,36
62741,6.87,Sea,188
62742,24.65,Air,77
62743,2.49,Air,67
62744,43.98,Air,132
62745,22.6,Land,12
62746,37.27,Sea,111
62747,44.78,Land,139
62748,3.9,Land,139
62749,25.82,Air,185
62750,9.88,Air,171
62751,3.92,Land,175
62752,31.29,Sea,149
62753,6.15,Air,23
62754,24.85,Sea,61
62755,10.25,Air,175
62756,10.29,Air,81
62757,26.39,Sea,65
62758,27.99,Land,166
62759,0.67,Land,135
62760,25.29,Land,142
62761,33.65,Land,193
62762,34.09,Land,116
62763,42.57,Sea,166
62764,44.82,Air,50
62765,31.33,Air,30
62766,24.35,Air,34
62767,10.6,Land,26
62768,6.77,Land,181
62769,30.65,Air,145
62770,47.36,Sea,147
62771,14.27,Sea,190
62772,5.42,Land,13
62773,21.48,Air,80
62774,0.52,Air,44
62775,27.9,Air,28
62776,2.95,Land,104
62777,46.58,Air,174
62778,43.56,Land,76
62779,6.19,Air,81
62780,7.77,Land,83
62781,47.7,Land,106
62782,40.77,Air,58
62783,47.13,Sea,124
62784,17.06,Sea,164
62785,5.99,Sea,39
62786,30.96,Sea,147
62787,48.35,Land,108
62788,6.93,Sea,37
62789,41.04,Land,65
62790,18.3,Land,101
62791,6.22,Sea,51
62792,23.22,Air,176
62793,24.69,Sea,148
62794,0.95,Land,45
62795,23.99,Sea,154
62796,32.55,Land,39
62797,38.35,Air,131
62798,5.38,Air,76
62799,43.89,Air,161
62800,8.8,Land,152
62801,33.09,Air,84
62802,27.86,Air,51
62803,44.06,Sea,150
62804,2.41,Sea,186
62805,9.98,Land,20
62806,6.54,Sea,151
62807,16.71,Land,187
62808,17.27,Air,87
62809,4.89,Sea,50
62810,25.96,Sea,32
62811,6.25,Sea,52
62812,4.18,Land,74
62813,2.14,Air,118
62814,46.49,Land,59
62815,20.14,Land,83
62816,14.54,Sea,185
62817,24.37,Land,159
62818,8.31,Air,182
62819,20.6,Land,4
62820,9.93,Sea,148
62821,15.57,Sea,73
62822,46.25,Air,44
62823,7.86,Land,26
62824,23.96,Land,19
62825,33.21,Land,167
62826,45.94,Land,19
62827,46.19,Land,96
62828,12.74,Land,47
62829,47.19,Air,36
62830,16.9,Air,88
62831,44.8,Land,165
62832,5.11,Land,164
62833,10.32,Land,105
62834,4.41,Sea,105
62835,15.3,Sea,51
62836,43.76,Land,88
62837,8.38,Sea,142
62838,11.63,Land,38
62839,11.2,Land,53
62840,14.1,Land,187
62841,1.42,Land,139
62842,21.48,Land,22
62843,48.83,Land,4
62844,22.68,Sea,57
62845,40.76,Air,88
62846,28.79,Land,26
62847,1.24,Sea,5
62848,29.48,Sea,102
62849,47.35,Land,63
62850,27.9,Sea,185
62851,26.63,Land,140
62852,33.68,Sea,180
62853,43.61,Sea,2
62854,28.46,Land,166
62855,20.62,Air,57
62856,2.34,Land,39
62857,6.0,Air,158
62858,32.61,Sea,28
62859,31.14,Air,171
62860,12.33,Land,69
62861,36.09,Land,169
62862,14.34,Sea,155
62863,15.6,Air,169
62864,3.54,Land,161
62865,27.74,Sea,142
62866,14.74,Air,44
62867,41.04,Sea,106
62868,40.17,Land,19
62869,6.86,Sea,110
62870,8.42,Sea,17
62871,16.39,Land,94
62872,29.25,Land,101
62873,17.45,Sea,76
62874,17.84,Air,71
62875,7.43,Air,191
62876,17.11,Land,86
62877,23.79,Sea,117
62878,49.24,Land,153
62879,41.98,Air,188
62880,39.75,Land,160
62881,28.21,Sea,23
62882,18.32,Land,164
62883,42.92,Air,169
62884,17.7,Sea,143
62885,29.84,Air,51
62886,13.23,Sea,26
62887,38.93,Air,116
62888,25.97,Air,191
62889,44.81,Sea,7
62890,28.66,Land,94
62891,8.63,Sea,123
62892,49.65,Air,153
62893,25.35,Sea,23
62894,12.91,Sea,27
62895,16.8,Land,165
62896,6.5,Air,29
62897,4.16,Sea,81
62898,22.8,Land,199
62899,47.62,Land,49
62900,6.59,Air,68
62901,45.18,Air,99
62902,39.94,Land,18
62903,40.42,Air,40
62904,35.64,Air,49
62905,29.8,Air,197
62906,6.51,Land,33
62907,28.99,Sea,7
62908,17.92,Sea,171
62909,5.71,Air,179
62910,40.29,Land,61
62911,27.55,Air,86
62912,37.38,Sea,44
62913,24.24,Land,91
62914,27.81,Sea,1
62915,35.76,Sea,107
62916,12.72,Sea,141
62917,42.43,Land,138
62918,21.34,Land,151
62919,35.57,Sea,76
62920,16.64,Land,124
62921,35.27,Air,47
62922,2.65,Land,15
62923,46.5,Land,12
62924,39.45,Sea,24
62925,33.41,Air,113
62926,16.53,Air,160
62927,42.21,Land,144
62928,38.5,Air,99
62929,22.93,Land,118
62930,10.27,Sea,18
62931,9.19,Air,18
62932,24.67,Air,182
62933,39.28,Air,143
62934,35.87,Air,87
62935,24.93,Air,99
62936,10.62,Sea,135
62937,12.34,Land,136
62938,3.35,Land,116
62939,9.25,Sea,114
62940,1.13,Sea,197
62941,33.89,Sea,28
62942,29.62,Land,158
62943,49.4,Sea,154
62944,38.26,Air,141
62945,12.69,Land,169
62946,35.54,Sea,145
62947,1.1,Air,46
62948,49.31,Land,45
62949,30.91,Air,61
62950,6.42,Sea,106
62951,25.18,Sea,7
62952,47.06,Air,78
62953,42.56,Sea,164
62954,15.3,Air,144
62955,20.11,Sea,15
62956,42.75,Land,168
62957,45.05,Sea,199
62958,45.77,Land,110
62959,47.42,Land,36
62960,25.28,Air,97
62961,43.15,Sea,173
62962,17.68,Air,186
62963,41.99,Sea,171
62964,17.7,Land,198
62965,30.61,Sea,1
62966,23.69,Air,192
62967,44.7,Air,163
62968,3.79,Land,39
62969,47.47,Land,134
62970,23.37,Air,10
62971,24.33,Land,15
62972,41.48,Land,197
62973,33.48,Air,12
62974,47.71,Air,32
62975,27.56,Air,55
62976,28.15,Air,69
62977,48.6,Air,170
62978,46.36,Land,130
62979,10.83,Sea,41
62980,15.69,Sea,42
62981,31.45,Sea,134
62982,47.0,Land,154
62983,28.39,Air,72
62984,36.77,Land,23
62985,5.15,Air,166
62986,26.37,Land,17
62987,7.81,Land,186
62988,13.4,Land,179
62989,8.73,Sea,80
62990,8.71,Land,173
62991,49.59,Land,110
62992,15.26,Land,91
62993,28.49,Land,96
62994,1.49,Land,153
62995,40.42,Land,32
62996,34.17,Air,19
62997,11.82,Land,188
62998,2.28,Air,83
62999,14.09,Air,139
63000,31.61,Land,86
63001,1.25,Land,175
63002,4.23,Sea,80
63003,20.76,Sea,171
63004,9.21,Air,75
63005,31.77,Sea,111
63006,9.15,Sea,134
63007,49.68,Sea,105
63008,22.07,Sea,61
63009,7.84,Sea,195
63010,4.15,Sea,62
63011,21.32,Land,19
63012,40.55,Sea,106
63013,22.22,Air,32
63014,7.48,Sea,31
63015,24.69,Sea,198
63016,17.2,Sea,101
63017,25.34,Sea,132
63018,19.86,Air,123
63019,32.57,Land,109
63020,40.28,Air,163
63021,44.38,Air,13
63022,37.19,Land,167
63023,18.07,Air,76
63024,22.7,Air,87
63025,32.27,Sea,58
63026,11.38,Land,131
63027,35.24,Land,114
63028,32.66,Air,145
63029,33.0,Land,58
63030,17.0,Land,46
63031,30.28,Land,157
63032,10.29,Land,91
63033,9.89,Land,107
63034,38.54,Sea,117
63035,19.29,Air,135
63036,27.46,Land,179
63037,14.99,Air,68
63038,12.17,Land,192
63039,39.1,Land,11
63040,39.81,Land,97
63041,41.9,Sea,163
63042,42.8,Land,59
63043,20.86,Sea,156
63044,40.54,Sea,82
63045,17.62,Sea,134
63046,3.1,Land,98
63047,34.62,Air,16
63048,10.35,Air,87
63049,22.85,Sea,163
63050,8.61,Sea,134
63051,19.88,Air,143
63052,44.3,Air,114
63053,30.85,Sea,9
63054,7.83,Land,46
63055,36.41,Air,136
63056,42.47,Sea,161
63057,8.74,Air,154
63058,37.33,Land,17
63059,27.68,Land,139
63060,30.41,Air,154
63061,46.98,Air,68
63062,2.31,Land,88
63063,32.12,Land,87
63064,4.53,Sea,78
63065,39.58,Air,39
63066,44.86,Air,83
63067,4.78,Sea,66
63068,1.78,Air,196
63069,47.81,Sea,108
63070,46.36,Land,180
63071,46.23,Land,119
63072,47.01,Land,122
63073,25.25,Sea,139
63074,48.86,Sea,126
63075,44.67,Land,50
63076,5.33,Sea,52
63077,40.73,Sea,50
63078,35.77,Land,190
63079,7.14,Land,183
63080,37.03,Sea,33
63081,24.5,Air,53
63082,42.76,Sea,13
63083,41.03,Air,185
63084,47.15,Air,105
63085,4.23,Land,180
63086,35.66,Sea,3
63087,19.17,Sea,143
63088,38.91,Air,196
63089,30.33,Sea,106
63090,25.03,Land,156
63091,0.71,Sea,39
63092,30.55,Land,184
63093,21.31,Sea,124
63094,16.96,Land,158
63095,49.44,Air,176
63096,35.17,Sea,182
63097,27.22,Air,194
63098,43.5,Air,112
63099,11.74,Sea,78
63100,31.19,Sea,64
63101,43.12,Air,185
63102,6.62,Land,55
63103,12.19,Sea,97
63104,4.59,Land,188
63105,49.63,Land,68
63106,29.26,Land,104
63107,24.73,Sea,36
63108,17.25,Sea,157
63109,22.75,Air,42
63110,38.9,Sea,118
63111,45.88,Sea,49
63112,5.69,Sea,16
63113,15.33,Air,110
63114,9.86,Land,102
63115,22.06,Sea,161
63116,26.76,Land,113
63117,36.2,Sea,11
63118,43.85,Sea,179
63119,27.34,Sea,62
63120,24.69,Sea,68
63121,29.0,Air,34
63122,44.48,Air,38
63123,32.6,Land,122
63124,39.47,Sea,111
63125,36.11,Sea,126
63126,46.21,Sea,187
63127,40.94,Air,43
63128,17.39,Land,50
63129,42.79,Land,103
63130,23.64,Sea,158
63131,42.44,Sea,20
63132,45.33,Sea,15
63133,34.42,Sea,132
63134,36.08,Land,27
63135,7.48,Sea,164
63136,16.53,Air,162
63137,28.11,Sea,104
63138,0.67,Sea,48
63139,42.44,Land,186
63140,18.79,Sea,149
63141,36.31,Land,42
63142,38.58,Air,53
63143,27.63,Sea,149
63144,39.62,Air,25
63145,34.28,Air,81
63146,18.31,Air,82
63147,40.9,Land,120
63148,31.98,Sea,61
63149,8.43,Land,107
63150,38.75,Sea,27
63151,33.97,Land,132
63152,14.59,Sea,60
63153,42.18,Sea,95
63154,19.01,Land,19
63155,27.86,Land,145
63156,17.49,Sea,61
63157,36.36,Air,162
63158,29.27,Air,179
63159,23.78,Sea,17
63160,1.51,Air,69
63161,30.56,Sea,98
63162,31.31,Air,39
63163,9.47,Air,71
63164,16.95,Air,14
63165,44.0,Sea,144
63166,27.68,Air,152
63167,22.04,Sea,50
63168,46.83,Air,26
63169,40.69,Sea,145
63170,5.32,Air,26
63171,43.02,Air,172
63172,7.91,Land,43
63173,9.15,Land,57
63174,4.23,Sea,106
63175,24.33,Sea,3
63176,32.41,Sea,199
63177,37.81,Sea,69
63178,1.82,Land,148
63179,9.3,Sea,102
63180,31.25,Sea,168
63181,26.52,Air,133
63182,3.04,Sea,190
63183,46.8,Land,153
63184,38.05,Sea,137
63185,18.26,Air,142
63186,27.05,Air,11
63187,19.03,Sea,146
63188,23.04,Land,110
63189,30.01,Air,120
63190,20.22,Air,134
63191,31.23,Land,3
63192,23.52,Air,74
63193,33.03,Sea,149
63194,13.48,Sea,189
63195,8.97,Air,41
63196,1.17,Land,60
63197,30.3,Air,162
63198,49.05,Land,114
63199,21.31,Air,78
63200,11.03,Sea,195
63201,1.15,Land,101
63202,25.88,Sea,92
63203,49.64,Air,78
63204,49.2,Land,87
63205,5.52,Air,179
63206,40.91,Air,81
63207,9.08,Air,164
63208,40.56,Air,163
63209,42.75,Land,191
63210,0.88,Sea,187
63211,12.24,Air,116
63212,3.3,Air,74
63213,25.2,Land,107
63214,1.82,Land,142
63215,31.49,Air,89
63216,28.14,Sea,190
63217,19.28,Air,21
63218,23.36,Land,169
63219,49.51,Air,60
63220,8.8,Land,57
63221,36.69,Air,94
63222,32.44,Sea,103
63223,33.35,Air,12
63224,17.61,Land,185
63225,11.22,Land,40
63226,32.72,Land,138
63227,45.68,Air,62
63228,48.81,Land,13
63229,24.31,Air,190
63230,21.57,Land,67
63231,17.77,Sea,170
63232,40.59,Land,193
63233,13.14,Land,123
63234,25.89,Air,195
63235,17.58,Sea,46
63236,43.85,Land,94
63237,14.49,Land,68
63238,34.48,Land,116
63239,29.64,Air,165
63240,16.75,Land,58
63241,13.11,Sea,62
63242,40.29,Sea,175
63243,25.77,Sea,103
63244,30.77,Land,118
63245,48.12,Land,101
63246,20.2,Sea,31
63247,40.81,Sea,158
63248,32.12,Sea,154
63249,29.88,Sea,122
63250,3.2,Land,122
63251,45.66,Air,59
63252,11.82,Land,110
63253,23.92,Sea,107
63254,37.72,Land,13
63255,26.36,Air,153
63256,0.71,Sea,56
63257,47.48,Air,184
63258,1.51,Land,182
63259,4.95,Land,193
63260,11.59,Air,81
63261,30.15,Sea,53
63262,48.57,Sea,168
63263,46.17,Sea,80
63264,32.74,Air,21
63265,37.21,Land,103
63266,35.74,Sea,109
63267,34.5,Land,27
63268,40.71,Land,199
63269,17.32,Air,63
63270,11.45,Land,28
63271,17.71,Land,97
63272,2.91,Land,124
63273,48.37,Sea,172
63274,37.11,Land,121
63275,11.06,Sea,170
63276,13.16,Sea,167
63277,49.63,Air,88
63278,38.52,Sea,58
63279,21.57,Sea,164
63280,10.73,Air,181
63281,2.5,Land,70
63282,33.63,Land,124
63283,39.11,Sea,97
63284,5.83,Air,184
63285,0.62,Air,117
63286,18.19,Air,176
63287,33.54,Land,172
63288,46.23,Air,44
63289,44.04,Air,135
63290,34.58,Sea,37
63291,40.8,Air,80
63292,18.12,Air,194
63293,12.63,Sea,87
63294,6.65,Land,169
63295,9.49,Air,167
63296,48.17,Air,96
63297,46.53,Land,164
63298,2.82,Sea,8
63299,23.76,Air,107
63300,18.98,Sea,43
63301,32.76,Air,15
63302,16.76,Air,54
63303,14.39,Sea,6
63304,40.55,Air,51
63305,47.38,Air,141
63306,10.54,Land,27
63307,12.15,Land,34
63308,21.25,Air,179
63309,35.46,Sea,75
63310,8.77,Air,156
63311,23.66,Air,71
63312,42.12,Land,99
63313,12.09,Air,119
63314,2.86,Sea,35
63315,45.39,Land,127
63316,39.48,Land,20
63317,35.09,Sea,2
63318,4.82,Air,21
63319,45.02,Sea,91
63320,15.61,Sea,170
63321,10.97,Air,150
63322,24.63,Land,186
63323,46.18,Land,36
63324,49.73,Sea,95
63325,30.9,Sea,144
63326,47.8,Air,112
63327,22.94,Air,37
63328,1.97,Land,149
63329,14.14,Air,93
63330,15.44,Sea,65
63331,39.24,Sea,187
63332,6.65,Sea,67
63333,9.16,Land,126
63334,30.91,Land,109
63335,6.97,Sea,154
63336,25.03,Air,163
63337,2.24,Land,137
63338,33.61,Sea,92
63339,45.46,Air,137
63340,43.81,Land,77
63341,4.14,Sea,151
63342,29.75,Land,53
63343,5.64,Land,177
63344,3.15,Air,108
63345,30.71,Air,166
63346,28.84,Land,131
63347,5.14,Air,21
63348,18.31,Sea,107
63349,16.17,Land,159
63350,17.45,Sea,189
63351,16.99,Air,173
63352,41.32,Land,121
63353,18.0,Air,174
63354,16.86,Air,15
63355,1.97,Air,81
63356,39.63,Land,16
63357,33.16,Sea,17
63358,17.4,Air,26
63359,22.87,Land,112
63360,39.81,Sea,78
63361,17.54,Air,45
63362,23.93,Sea,150
63363,1.48,Sea,195
63364,45.96,Sea,195
63365,18.88,Sea,68
63366,15.17,Land,32
63367,30.65,Land,144
63368,26.57,Land,60
63369,20.35,Sea,158
63370,46.16,Land,165
63371,18.47,Air,136
63372,49.92,Air,31
63373,39.56,Land,131
63374,45.21,Sea,84
63375,14.5,Land,133
63376,3.98,Land,46
63377,21.25,Sea,171
63378,16.01,Land,69
63379,3.5,Land,194
63380,4.04,Air,179
63381,9.13,Air,144
63382,19.2,Land,168
63383,46.79,Land,125
63384,33.06,Sea,177
63385,20.22,Land,96
63386,40.07,Land,194
63387,28.64,Air,91
63388,21.16,Air,108
63389,7.65,Land,45
63390,46.39,Land,79
63391,31.38,Air,23
63392,22.24,Land,129
63393,22.2,Air,121
63394,38.37,Land,163
63395,9.38,Air,93
63396,21.17,Air,22
63397,3.62,Land,29
63398,4.46,Land,190
63399,26.55,Sea,86
63400,19.35,Land,139
63401,36.12,Land,116
63402,49.34,Air,85
63403,43.04,Sea,117
63404,22.37,Sea,109
63405,19.2,Sea,75
63406,29.46,Land,86
63407,5.04,Land,51
63408,49.39,Air,46
63409,49.06,Air,137
63410,46.19,Sea,135
63411,33.28,Air,4
63412,25.4,Land,163
63413,35.48,Sea,140
63414,16.06,Air,101
63415,42.69,Land,93
63416,7.16,Sea,144
63417,40.27,Sea,50
63418,43.44,Land,182
63419,8.92,Air,115
63420,24.19,Air,71
63421,44.64,Land,61
63422,47.98,Land,138
63423,40.66,Land,165
63424,47.08,Air,167
63425,46.88,Air,158
63426,49.0,Land,100
63427,20.96,Air,174
63428,14.7,Land,76
63429,31.83,Sea,47
63430,9.85,Air,65
63431,28.07,Land,23
63432,29.17,Air,153
63433,40.42,Air,125
63434,18.41,Land,102
63435,30.29,Land,144
63436,45.21,Sea,35
63437,21.38,Air,64
63438,28.8,Land,185
63439,39.48,Land,93
63440,12.86,Land,49
63441,5.62,Land,101
63442,34.25,Land,163
63443,18.84,Air,57
63444,19.39,Land,183
63445,46.54,Sea,68
63446,20.69,Sea,5
63447,47.71,Sea,28
63448,5.77,Sea,46
63449,17.48,Land,16
63450,34.8,Land,7
63451,6.74,Land,165
63452,19.66,Air,145
63453,42.66,Sea,107
63454,38.21,Air,17
63455,14.46,Air,155
63456,18.14,Air,149
63457,25.5,Sea,162
63458,36.7,Air,58
63459,8.02,Air,49
63460,26.62,Air,104
63461,4.13,Land,84
63462,20.19,Air,192
63463,9.95,Sea,32
63464,15.8,Land,109
63465,16.91,Sea,53
63466,38.62,Land,38
63467,13.63,Sea,22
63468,33.36,Air,143
63469,26.9,Land,50
63470,40.31,Land,194
63471,16.42,Land,64
63472,49.74,Land,37
63473,15.14,Sea,150
63474,29.19,Land,92
63475,31.79,Air,74
63476,27.14,Air,80
63477,43.01,Sea,178
63478,6.09,Sea,14
63479,30.06,Land,51
63480,25.56,Land,187
63481,21.15,Air,99
63482,17.64,Air,139
63483,8.07,Sea,135
63484,32.67,Sea,168
63485,6.33,Land,171
63486,41.55,Air,61
63487,22.66,Sea,162
63488,30.47,Land,133
63489,4.35,Sea,103
63490,5.12,Land,152
63491,12.18,Sea,163
63492,39.1,Land,110
63493,24.55,Sea,169
63494,15.89,Sea,196
63495,42.55,Air,84
63496,10.0,Sea,3
63497,13.34,Land,189
63498,38.95,Air,115
63499,1.84,Sea,4
63500,11.41,Land,198
63501,26.31,Air,178
63502,45.79,Sea,122
63503,13.66,Sea,193
63504,11.05,Land,88
63505,48.76,Air,68
63506,26.46,Air,95
63507,3.59,Air,196
63508,14.19,Air,84
63509,26.92,Sea,184
63510,4.06,Land,164
63511,34.78,Air,67
63512,26.36,Sea,92
63513,35.63,Air,54
63514,17.42,Sea,157
63515,21.29,Air,82
63516,46.44,Sea,191
63517,10.93,Air,121
63518,2.46,Land,77
63519,49.12,Land,101
63520,0.87,Land,190
63521,44.47,Land,33
63522,41.39,Sea,66
63523,24.64,Land,30
63524,35.41,Air,163
63525,5.7,Land,30
63526,38.3,Land,20
63527,39.3,Sea,51
63528,3.04,Air,98
63529,25.11,Sea,46
63530,47.43,Sea,54
63531,47.58,Land,113
63532,49.23,Air,145
63533,33.0,Air,98
63534,7.49,Sea,84
63535,20.94,Sea,52
63536,36.48,Air,6
63537,14.55,Sea,8
63538,40.6,Air,176
63539,43.14,Air,130
63540,38.3,Air,137
63541,17.43,Sea,86
63542,37.2,Sea,14
63543,4.08,Air,149
63544,17.09,Sea,117
63545,38.4,Land,126
63546,39.84,Land,167
63547,16.28,Sea,100
63548,48.04,Land,182
63549,14.03,Sea,183
63550,33.17,Land,193
63551,44.01,Sea,151
63552,27.79,Sea,171
63553,20.92,Air,114
63554,10.96,Sea,59
63555,10.22,Sea,50
63556,8.37,Air,195
63557,22.43,Sea,178
63558,27.62,Sea,62
63559,42.03,Land,78
63560,11.26,Land,182
63561,37.88,Sea,43
63562,34.86,Air,126
63563,31.91,Air,27
63564,17.3,Land,175
63565,16.24,Sea,80
63566,38.07,Land,25
63567,14.09,Air,28
63568,16.82,Air,192
63569,48.28,Air,153
63570,49.92,Land,159
63571,0.58,Air,87
63572,34.49,Sea,75
63573,27.01,Air,46
63574,23.28,Air,106
63575,14.14,Air,34
63576,25.6,Sea,12
63577,23.1,Land,91
63578,20.36,Air,27
63579,42.57,Air,182
63580,13.9,Land,108
63581,30.08,Land,45
63582,43.28,Sea,148
63583,48.96,Land,49
63584,30.34,Land,13
63585,26.24,Sea,169
63586,42.11,Land,193
63587,9.83,Land,124
63588,31.69,Air,185
63589,3.68,Land,65
63590,33.17,Air,170
63591,39.89,Land,55
63592,3.62,Land,34
63593,42.5,Land,159
63594,6.61,Air,4
63595,9.2,Air,191
63596,41.9,Air,61
63597,6.67,Land,143
63598,33.86,Air,184
63599,15.09,Land,56
63600,12.79,Sea,103
63601,32.68,Air,4
63602,5.78,Land,186
63603,28.94,Land,142
63604,46.26,Sea,25
63605,42.64,Land,8
63606,42.63,Sea,154
63607,15.49,Air,46
63608,35.21,Sea,116
63609,39.12,Land,74
63610,45.12,Air,114
63611,13.57,Land,141
63612,38.16,Land,144
63613,12.0,Air,123
63614,1.88,Land,157
63615,24.35,Sea,181
63616,38.41,Air,112
63617,11.11,Air,18
63618,2.91,Air,29
63619,19.0,Air,146
63620,10.54,Air,132
63621,19.41,Sea,151
63622,46.08,Air,81
63623,37.32,Land,101
63624,18.96,Sea,159
63625,16.59,Land,163
63626,46.1,Sea,120
63627,44.5,Sea,172
63628,30.4,Air,100
63629,18.2,Sea,27
63630,39.72,Land,124
63631,33.35,Air,22
63632,28.45,Sea,74
63633,37.06,Air,49
63634,7.16,Air,152
63635,46.54,Land,70
63636,48.66,Sea,120
63637,18.05,Land,157
63638,47.37,Sea,150
63639,39.89,Sea,131
63640,47.08,Air,165
63641,45.91,Air,164
63642,10.44,Land,134
63643,13.37,Land,145
63644,13.4,Sea,2
