OrderID,CustomerID,OrderDate,ShipmentDate,EmployeeID,RouteID,VehicleID,DriverID,ShipmentCost,DeliveryStatus
62722,12197,2023-04-03,2023-04-08,2015,5005,4093,3049,419.41,On Time
62723,11512,2023-05-20,2023-04-03,2081,5097,4016,3060,525.02,On Time
62724,10655,2023-05-17,2023-01-25,2035,5073,4138,3242,631.84,On Time
62725,12993,2023-04-15,2023-01-29,2089,5145,4068,3019,117.43,Cancelled
62726,14651,2023-02-18,2023-04-28,2015,5140,4050,3078,617.31,On Time
62727,14521,2023-03-24,2023-04-16,2097,5056,4068,3131,598.55,Delayed
62728,10293,2023-01-17,2023-04-04,2075,5122,4002,3214,879.82,On Time
62729,12602,2023-02-23,2023-04-09,2088,5126,4075,3128,385.98,On Time
62730,14527,2023-04-22,2023-05-31,2006,5079,4075,3107,280.08,On Time
62731,14413,2023-02-18,2023-03-31,2028,5016,4129,3181,502.69,On Time
62732,14494,2023-05-24,2023-03-20,2063,5126,4097,3194,702.97,On Time
62733,11589,2023-03-26,2023-03-16,2029,5087,4109,3045,583.8,On Time
62734,10596,2023-01-12,2023-05-17,2048,5022,4117,3057,181.3,Delayed
62735,12594,2023-05-06,2023-01-15,2063,5110,4017,3183,380.5,Delayed
62736,12124,2023-04-08,2023-02-15,2058,5095,4071,3275,110.6,On Time
62737,11944,2023-05-16,2023-02-08,2021,5043,4143,3005,752.36,On Time
62738,10916,2023-05-29,2023-06-10,2076,5079,4051,3154,888.8,Delayed
62739,13870,2023-02-17,2023-03-04,2022,5021,4009,3019,93.39,On Time
62740,12795,2023-05-16,2023-04-07,2027,5123,4064,3031,549.16,On Time
62741,13079,2023-01-28,2023-03-09,2085,5008,4085,3147,587.68,On Time
62742,10976,2023-03-21,2023-03-03,2079,5049,4093,3125,466.89,On Time
62743,11076,2023-01-10,2023-01-14,2057,5125,4042,3025,527.6,On Time
62744,12990,2023-02-21,2023-04-30,2082,5106,4117,3153,724.84,On Time
62745,13468,2023-05-23,2023-03-29,2010,5134,4070,3237,509.54,On Time
62746,11452,2023-05-12,2023-03-25,2022,5081,4089,3214,923.67,On Time
62747,13824,2023-03-31,2023-03-22,2044,5104,4035,3141,563.83,On Time
62748,13933,2023-03-03,2023-02-17,2084,5109,4017,3298,118.21,On Time
62749,12029,2023-04-17,2023-04-22,2083,5125,4044,3143,955.66,On Time
62750,10363,2023-05-12,2023-04-25,2028,5092,4104,3023,189.47,On Time
62751,12430,2023-02-10,2023-02-24,2050,5121,4089,3284,795.24,On Time
62752,13633,2023-04-09,2023-03-13,2051,5111,4107,3112,550.56,On Time
62753,12319,2023-02-24,2023-03-14,2001,5023,4118,3269,753.85,On Time
62754,13086,2023-01-28,2023-01-26,2034,5110,4044,3096,537.76,Delayed
62755,12346,2023-04-11,2023-01-24,2035,5075,4049,3172,106.02,On Time
62756,13599,2023-02-16,2023-06-08,2090,5062,4060,3291,406.18,Delayed
62757,14330,2023-05-17,2023-01-12,2061,5096,4002,3235,639.65,Cancelled
62758,11732,2023-05-10,2023-01-28,2030,5057,4065,3087,647.44,Delayed
62759,10027,2023-04-27,2023-04-28,2076,5102,4114,3296,974.39,Cancelled
62760,10093,2023-04-18,2023-03-09,2078,5070,4003,3198,626.01,Delayed
62761,12665,2023-03-10,2023-02-17,2068,5065,4093,3221,322.12,Delayed
62762,10309,2023-01-28,2023-01-09,2076,5037,4142,3298,91.25,On Time
62763,10052,2023-03-20,2023-03-19,2088,5068,4015,3143,798.99,On Time
62764,10319,2023-01-14,2023-03-09,2040,5075,4037,3060,894.83,Cancelled
62765,11993,2023-02-15,2023-05-29,2095,5017,4138,3289,632.96,On Time
62766,14277,2023-05-21,2023-02-05,2065,5135,4009,3002,508.26,Cancelled
62767,13892,2023-01-16,2023-03-19,2037,5052,4050,3153,867.94,On Time
62768,14743,2023-03-22,2023-05-29,2064,5130,4046,3254,278.34,On Time
62769,13957,2023-02-27,2023-01-25,2001,5037,4106,3059,428.8,Delayed
62770,12693,2023-02-17,2023-02-25,2015,5057,4081,3251,532.27,On Time
62771,13019,2023-02-18,2023-05-18,2013,5101,4047,3025,96.9,Delayed
62772,12025,2023-03-30,2023-04-05,2029,5010,4018,3133,704.15,On Time
62773,14432,2023-05-10,2023-05-25,2055,5081,4113,3243,229.13,Cancelled
62774,11526,2023-01-14,2023-02-28,2045,5090,4051,3062,366.5,On Time
62775,11279,2023-04-13,2023-03-06,2004,5133,4109,3104,443.77,On Time
62776,10514,2023-05-01,2023-03-18,2064,5133,4089,3078,656.58,On Time
62777,14338,2023-05-25,2023-04-26,2015,5120,4016,3209,112.21,On Time
62778,11734,2023-05-03,2023-02-19,2048,5102,4088,3105,373.82,Cancelled
62779,13371,2023-05-18,2023-01-30,2076,5027,4012,3091,310.64,On Time
62780,13922,2023-03-11,2023-04-29,2056,5005,4099,3164,51.44,On Time
62781,12501,2023-04-13,2023-03-24,2089,5061,4059,3115,707.07,Delayed
62782,13465,2023-04-12,2023-01-08,2091,5136,4073,3150,274.14,Cancelled
62783,12260,2023-03-05,2023-03-19,2070,5097,4112,3233,208.12,Delayed
62784,14764,2023-01-18,2023-05-03,2087,5149,4032,3086,808.07,On Time
62785,14690,2023-03-04,2023-03-11,2015,5021,4022,3028,87.24,On Time
62786,12660,2023-02-18,2023-04-01,2039,5051,4098,3048,905.23,On Time
62787,10256,2023-02-25,2023-01-03,2069,5079,4083,3188,702.56,Delayed
62788,11503,2023-04-01,2023-02-07,2087,5059,4012,3084,213.16,On Time
62789,14657,2023-02-27,2023-03-31,2079,5002,4005,3063,382.6,On Time
62790,12111,2023-02-24,2023-05-08,2089,5058,4026,3002,952.48,On Time
62791,10407,2023-03-26,2023-04-14,2060,5020,4116,3279,637.9,On Time
62792,12850,2023-01-19,2023-01-31,2094,5133,4091,3051,628.28,Delayed
62793,13177,2023-05-31,2023-02-11,2044,5089,4020,3226,670.42,On Time
62794,11861,2023-04-13,2023-01-05,2043,5138,4136,3080,489.6,On Time
62795,14355,2023-04-22,2023-03-25,2004,5105,4080,3246,208.94,On Time
62796,10723,2023-04-18,2023-04-22,2077,5112,4058,3206,193.35,Delayed
62797,11283,2023-02-16,2023-01-25,2050,5129,4005,3116,702.95,On Time
62798,10614,2023-04-17,2023-02-20,2039,5098,4023,3257,889.74,On Time
62799,13332,2023-03-25,2023-02-07,2054,5014,4149,3015,335.2,On Time
62800,13117,2023-05-08,2023-01-26,2023,5021,4140,3217,528.23,On Time
62801,11979,2023-02-27,2023-04-04,2060,5016,4004,3043,992.63,On Time
62802,10813,2023-05-23,2023-05-06,2080,5064,4037,3103,294.3,On Time
62803,11787,2023-05-24,2023-02-01,2035,5084,4075,3294,420.7,On Time
62804,10331,2023-04-07,2023-04-03,2054,5073,4104,3063,395.35,On Time
62805,12213,2023-02-16,2023-02-08,2058,5060,4117,3231,80.96,Delayed
62806,11217,2023-05-20,2023-05-08,2062,5098,4137,3238,534.04,On Time
62807,14483,2023-04-13,2023-02-28,2080,5147,4026,3250,248.24,On Time
62808,13338,2023-03-25,2023-04-25,2048,5047,4027,3078,172.17,On Time
62809,12376,2023-02-18,2023-02-20,2007,5047,4089,3083,724.9,Cancelled
62810,11241,2023-05-11,2023-05-13,2045,5033,4082,3154,777.47,Delayed
62811,10320,2023-04-22,2023-04-03,2013,5021,4130,3230,894.45,On Time
62812,14495,2023-03-01,2023-06-09,2053,5095,4127,3097,937.43,On Time
62813,11915,2023-03-07,2023-03-20,2093,5063,4103,3174,875.61,On Time
62814,14201,2023-03-28,2023-05-23,2039,5042,4093,3140,166.37,On Time
62815,14792,2023-05-06,2023-05-10,2084,5105,4046,3093,262.45,On Time
62816,10330,2023-01-26,2023-02-13,2093,5126,4070,3140,166.35,On Time
62817,10660,2023-03-12,2023-04-29,2018,5115,4145,3029,385.85,On Time
62818,13689,2023-03-15,2023-03-01,2022,5043,4088,3061,167.87,On Time
62819,13119,2023-02-16,2023-03-03,2036,5068,4104,3041,670.61,On Time
62820,14917,2023-03-17,2023-02-11,2053,5026,4064,3148,730.88,Cancelled
62821,11973,2023-04-06,2023-01-19,2100,5108,4052,3247,201.61,Delayed
62822,11794,2023-01-31,2023-03-21,2072,5033,4126,3158,640.5,Delayed
62823,13219,2023-01-22,2023-01-31,2003,5049,4094,3295,71.84,On Time
62824,14558,2023-01-17,2023-04-13,2062,5084,4128,3246,462.65,On Time
62825,12534,2023-05-28,2023-01-12,2029,5041,4024,3296,321.07,On Time
62826,12458,2023-05-16,2023-05-05,2073,5036,4125,3179,998.57,On Time
62827,13101,2023-04-08,2023-06-03,2008,5095,4101,3258,926.65,Delayed
62828,14367,2023-02-18,2023-03-08,2094,5119,4051,3218,190.19,On Time
62829,12734,2023-03-28,2023-04-10,2076,5150,4002,3156,921.5,Cancelled
62830,14481,2023-02-07,2023-01-25,2046,5083,4149,3120,447.85,On Time
62831,14156,2023-02-22,2023-03-19,2092,5020,4105,3264,597.82,On Time
62832,10220,2023-01-28,2023-05-09,2056,5087,4069,3287,557.08,Delayed
62833,12819,2023-03-18,2023-04-05,2049,5126,4035,3039,739.85,On Time
62834,11907,2023-05-19,2023-03-29,2043,5100,4083,3188,368.21,On Time
62835,12612,2023-01-18,2023-05-05,2010,5073,4080,3242,116.2,On Time
62836,12594,2023-02-19,2023-02-16,2013,5016,4031,3083,446.75,Cancelled
62837,10096,2023-03-30,2023-06-06,2057,5027,4049,3205,567.28,On Time
62838,10989,2023-05-30,2023-04-04,2002,5045,4144,3144,577.17,Cancelled
62839,11113,2023-02-14,2023-01-16,2065,5013,4058,3279,802.97,On Time
62840,12279,2023-05-07,2023-02-28,2086,5002,4050,3182,92.01,Delayed
62841,10246,2023-04-03,2023-03-14,2097,5076,4078,3012,988.69,On Time
62842,12159,2023-01-21,2023-04-09,2080,5105,4064,3292,991.04,Delayed
62843,14330,2023-03-17,2023-03-15,2042,5097,4052,3057,144.07,On Time
62844,13350,2023-06-01,2023-03-23,2058,5087,4040,3154,376.82,Delayed
62845,12726,2023-04-01,2023-03-07,2093,5059,4105,3092,610.8,On Time
62846,14078,2023-04-06,2023-01-06,2010,5014,4054,3090,404.66,On Time
62847,14899,2023-04-06,2023-01-29,2063,5103,4114,3004,513.24,Delayed
62848,12667,2023-03-16,2023-02-08,2071,5030,4097,3221,359.63,On Time
62849,13200,2023-04-20,2023-03-23,2061,5110,4145,3144,726.53,On Time
62850,12755,2023-03-23,2023-03-29,2001,5098,4132,3022,395.82,On Time
62851,11418,2023-05-08,2023-05-27,2026,5009,4056,3192,458.39,On Time
62852,10655,2023-04-13,2023-02-07,2005,5024,4030,3107,597.11,On Time
62853,12443,2023-05-13,2023-06-05,2035,5112,4108,3220,970.74,On Time
62854,10111,2023-05-24,2023-01-26,2013,5041,4126,3239,659.71,On Time
62855,10090,2023-05-19,2023-03-25,2027,5032,4104,3218,142.08,On Time
62856,10763,2023-02-04,2023-01-28,2012,5021,4127,3039,352.96,On Time
62857,13173,2023-04-22,2023-03-19,2094,5070,4087,3245,448.73,On Time
62858,12180,2023-03-28,2023-05-16,2050,5111,4033,3150,753.17,On Time
62859,12505,2023-04-29,2023-04-01,2096,5089,4078,3030,474.53,On Time
62860,11465,2023-04-08,2023-01-28,2059,5002,4036,3161,676.15,On Time
62861,10098,2023-03-22,2023-05-03,2031,5056,4018,3104,847.52,On Time
62862,10293,2023-05-18,2023-03-01,2069,5015,4119,3158,149.12,On Time
62863,11840,2023-03-23,2023-03-14,2037,5018,4051,3134,777.45,On Time
62864,11735,2023-05-16,2023-06-09,2002,5032,4010,3054,758.3,Delayed
62865,12620,2023-01-26,2023-04-02,2071,5014,4039,3036,828.73,On Time
62866,14748,2023-01-03,2023-03-10,2065,5052,4049,3131,958.26,On Time
62867,12197,2023-02-28,2023-04-17,2003,5022,4058,3080,344.12,On Time
62868,13467,2023-04-26,2023-01-05,2020,5014,4076,3272,457.57,On Time
62869,11907,2023-05-11,2023-05-27,2002,5034,4102,3120,299.55,On Time
62870,11722,2023-05-10,2023-03-05,2042,5086,4135,3134,360.75,On Time
62871,13692,2023-05-25,2023-03-29,2043,5056,4045,3205,363.33,On Time
62872,11817,2023-02-05,2023-04-22,2021,5063,4110,3265,876.29,On Time
62873,10253,2023-03-27,2023-05-21,2045,5144,4089,3233,109.75,On Time
62874,14228,2023-04-08,2023-05-17,2096,5080,4055,3028,242.56,On Time
62875,13520,2023-05-04,2023-01-23,2020,5040,4124,3058,630.03,On Time
62876,11908,2023-03-14,2023-04-02,2043,5038,4147,3029,776.94,On Time
62877,11911,2023-04-20,2023-04-27,2050,5146,4109,3033,712.51,On Time
62878,12522,2023-05-02,2023-02-11,2095,5023,4150,3108,94.25,Cancelled
62879,13850,2023-05-10,2023-03-23,2043,5110,4011,3272,481.1,On Time
62880,11059,2023-01-27,2023-05-04,2097,5048,4131,3191,225.25,On Time
62881,13539,2023-05-30,2023-02-27,2024,5082,4147,3081,988.74,On Time
62882,12323,2023-03-09,2023-06-10,2082,5113,4091,3082,998.95,On Time
62883,10187,2023-01-14,2023-05-08,2084,5022,4135,3096,98.35,Delayed
62884,10949,2023-04-08,2023-04-06,2060,5125,4119,3146,684.34,On Time
62885,12291,2023-01-23,2023-02-25,2032,5054,4034,3057,822.41,Delayed
62886,14360,2023-04-25,2023-01-07,2005,5040,4011,3218,358.54,Cancelled
62887,14618,2023-04-22,2023-01-10,2002,5030,4005,3242,708.95,On Time
62888,14879,2023-04-06,2023-02-02,2026,5042,4071,3284,228.29,On Time
62889,14631,2023-03-19,2023-05-09,2025,5127,4005,3168,171.56,On Time
62890,10210,2023-03-02,2023-01-17,2050,5082,4133,3136,929.04,Delayed
62891,12094,2023-03-26,2023-05-21,2086,5053,4027,3141,660.41,Delayed
62892,13539,2023-03-12,2023-02-11,2039,5001,4093,3172,826.1,On Time
62893,11564,2023-03-26,2023-05-18,2086,5106,4089,3047,556.08,On Time
62894,10026,2023-02-19,2023-05-06,2075,5027,4114,3010,196.99,On Time
62895,10175,2023-05-20,2023-01-18,2011,5017,4098,3297,407.82,Delayed
62896,11335,2023-01-15,2023-04-21,2063,5063,4015,3195,887.57,Delayed
62897,10322,2023-05-25,2023-05-14,2068,5128,4105,3015,64.83,On Time
62898,14151,2023-02-03,2023-01-27,2097,5121,4098,3216,246.82,On Time
62899,14048,2023-02-04,2023-05-10,2018,5122,4020,3189,290.62,Cancelled
62900,13228,2023-02-08,2023-01-02,2095,5127,4127,3253,299.85,Delayed
62901,11873,2023-05-13,2023-02-05,2028,5122,4034,3052,143.66,On Time
62902,12068,2023-01-30,2023-01-10,2042,5066,4115,3059,855.81,On Time
62903,10333,2023-05-12,2023-03-29,2060,5023,4021,3176,201.54,On Time
62904,12992,2023-05-23,2023-02-08,2022,5148,4040,3295,838.19,On Time
62905,10911,2023-04-13,2023-01-05,2040,5036,4055,3126,387.31,On Time
62906,14497,2023-03-15,2023-02-22,2062,5150,4050,3042,484.45,On Time
62907,10950,2023-02-24,2023-05-28,2003,5011,4074,3254,489.71,On Time
62908,12076,2023-03-01,2023-01-06,2071,5028,4074,3066,727.49,Delayed
62909,12515,2023-01-24,2023-04-17,2063,5045,4038,3058,744.73,On Time
62910,13332,2023-01-22,2023-02-18,2020,5124,4024,3127,658.65,On Time
62911,13030,2023-02-01,2023-03-29,2071,5122,4108,3004,785.08,Delayed
62912,10101,2023-04-05,2023-02-08,2071,5150,4059,3235,57.89,On Time
62913,14647,2023-03-24,2023-02-22,2093,5081,4083,3032,529.57,Delayed
62914,12401,2023-01-03,2023-03-29,2026,5011,4011,3175,547.82,On Time
62915,13372,2023-03-11,2023-02-16,2041,5036,4128,3062,277.37,On Time
62916,12344,2023-05-10,2023-04-04,2003,5078,4118,3226,578.55,Cancelled
62917,10353,2023-03-29,2023-05-18,2043,5035,4016,3144,493.8,Delayed
62918,12956,2023-04-19,2023-02-20,2017,5127,4001,3018,498.51,On Time
62919,11019,2023-02-28,2023-03-08,2084,5029,4041,3220,162.53,Delayed
62920,11180,2023-03-18,2023-02-08,2098,5124,4015,3234,463.5,Cancelled
62921,13537,2023-01-14,2023-06-05,2053,5016,4080,3235,778.11,On Time
62922,13651,2023-02-20,2023-04-16,2052,5103,4032,3080,439.49,Delayed
62923,12503,2023-05-19,2023-05-29,2033,5084,4039,3293,513.12,On Time
62924,13820,2023-03-19,2023-01-17,2080,5147,4073,3073,969.14,On Time
62925,10980,2023-03-21,2023-03-21,2060,5096,4093,3100,878.2,On Time
62926,14835,2023-01-10,2023-01-14,2087,5050,4089,3256,932.27,On Time
62927,10977,2023-03-21,2023-04-25,2068,5043,4139,3162,123.79,On Time
62928,11372,2023-05-04,2023-04-13,2056,5019,4034,3293,637.65,On Time
62929,12281,2023-02-03,2023-05-29,2064,5113,4050,3162,262.24,Delayed
62930,14577,2023-05-01,2023-06-02,2097,5121,4014,3129,434.03,On Time
62931,10108,2023-03-21,2023-05-16,2008,5018,4072,3253,695.76,On Time
62932,10973,2023-02-22,2023-03-29,2069,5134,4095,3062,599.97,On Time
62933,11627,2023-01-18,2023-03-30,2033,5035,4085,3143,530.45,On Time
62934,10704,2023-04-12,2023-01-30,2025,5014,4055,3223,823.73,On Time
62935,10875,2023-05-15,2023-05-14,2071,5064,4078,3014,698.47,On Time
62936,13810,2023-04-08,2023-04-18,2007,5137,4115,3098,829.99,On Time
62937,12412,2023-02-14,2023-03-07,2059,5002,4124,3059,935.34,Delayed
62938,12108,2023-02-04,2023-04-11,2033,5006,4108,3180,726.37,Delayed
62939,13554,2023-04-24,2023-04-26,2041,5099,4150,3001,425.63,On Time
62940,11274,2023-01-21,2023-03-29,2033,5121,4047,3227,252.14,On Time
62941,10560,2023-04-06,2023-03-16,2029,5073,4051,3145,307.37,Cancelled
62942,10117,2023-02-13,2023-05-16,2039,5135,4070,3133,426.8,On Time
62943,14970,2023-03-21,2023-01-14,2057,5063,4119,3145,753.09,Delayed
62944,13047,2023-02-25,2023-04-05,2096,5002,4087,3274,88.15,On Time
62945,10044,2023-05-18,2023-03-20,2093,5065,4075,3047,823.57,Delayed
62946,10509,2023-05-31,2023-05-05,2064,5101,4022,3208,770.23,On Time
62947,13440,2023-05-23,2023-05-06,2086,5038,4077,3239,524.45,On Time
62948,13929,2023-02-24,2023-02-08,2066,5062,4114,3242,429.68,On Time
62949,14945,2023-02-12,2023-01-14,2009,5119,4150,3104,157.06,On Time
62950,10917,2023-02-19,2023-02-24,2029,5052,4132,3277,325.22,On Time
62951,12946,2023-01-06,2023-04-17,2097,5110,4044,3157,154.15,On Time
62952,10799,2023-03-03,2023-02-14,2074,5074,4041,3188,827.94,On Time
62953,14972,2023-02-24,2023-05-22,2028,5098,4145,3174,533.87,On Time
62954,11761,2023-05-20,2023-06-03,2053,5063,4017,3100,284.45,On Time
62955,12334,2023-04-26,2023-01-25,2046,5139,4046,3010,67.18,On Time
62956,13276,2023-01-31,2023-05-05,2039,5048,4136,3084,547.72,Delayed
62957,10819,2023-03-15,2023-01-30,2076,5101,4143,3053,764.48,On Time
62958,12169,2023-02-03,2023-05-27,2058,5074,4010,3127,778.17,Delayed
62959,13736,2023-01-10,2023-04-03,2086,5038,4058,3135,253.7,On Time
62960,13066,2023-02-21,2023-01-06,2054,5136,4101,3286,995.31,Cancelled
62961,13260,2023-03-19,2023-05-27,2006,5006,4139,3055,590.34,On Time
62962,10907,2023-01-03,2023-05-06,2045,5068,4035,3244,365.41,On Time
62963,14109,2023-05-15,2023-03-13,2040,5134,4096,3065,423.17,Delayed
62964,10603,2023-01-04,2023-04-10,2023,5111,4086,3021,168.22,On Time
62965,14296,2023-02-17,2023-01-13,2098,5032,4132,3263,518.69,On Time
62966,12634,2023-03-15,2023-02-22,2042,5038,4117,3300,765.63,On Time
62967,11792,2023-03-20,2023-02-16,2038,5115,4066,3248,438.94,Delayed
62968,13528,2023-05-24,2023-04-15,2016,5109,4073,3143,873.51,On Time
62969,14544,2023-01-04,2023-02-14,2074,5064,4038,3098,502.91,On Time
62970,11812,2023-01-04,2023-06-02,2047,5054,4095,3002,905.58,On Time
62971,13912,2023-04-30,2023-01-10,2021,5113,4033,3131,718.04,On Time
62972,10841,2023-04-29,2023-05-21,2074,5014,4053,3176,102.26,On Time
62973,13143,2023-01-17,2023-04-11,2075,5064,4148,3047,113.67,Delayed
62974,14686,2023-04-06,2023-05-18,2021,5054,4063,3241,810.1,On Time
62975,12091,2023-03-11,2023-04-14,2025,5019,4114,3027,388.98,On Time
62976,14616,2023-04-07,2023-04-21,2061,5126,4142,3036,229.78,On Time
62977,11037,2023-01-08,2023-04-27,2098,5060,4035,3180,872.05,On Time
62978,10725,2023-04-24,2023-01-23,2054,5032,4110,3051,984.14,On Time
62979,10988,2023-01-05,2023-05-26,2095,5036,4045,3160,818.31,On Time
62980,10803,2023-02-16,2023-03-30,2091,5046,4061,3258,738.87,On Time
62981,12583,2023-02-09,2023-05-24,2089,5014,4093,3017,50.91,On Time
62982,13838,2023-05-02,2023-02-03,2060,5118,4072,3279,150.68,On Time
62983,10527,2023-05-15,2023-01-16,2042,5050,4115,3172,687.4,On Time
62984,11666,2023-05-20,2023-01-28,2061,5065,4078,3054,439.09,Delayed
62985,11139,2023-04-04,2023-04-23,2032,5077,4050,3013,68.5,Delayed
62986,10460,2023-01-28,2023-03-24,2053,5064,4143,3202,753.83,On Time
62987,12553,2023-03-18,2023-02-18,2044,5023,4042,3246,447.83,On Time
62988,14421,2023-02-18,2023-01-09,2011,5125,4114,3271,675.88,On Time
62989,14675,2023-03-27,2023-05-15,2047,5084,4020,3228,494.92,Delayed
62990,12809,2023-02-23,2023-04-29,2090,5070,4092,3062,75.17,On Time
62991,12899,2023-01-18,2023-03-26,2060,5073,4068,3201,654.13,On Time
62992,13244,2023-01-27,2023-01-03,2036,5092,4135,3152,798.68,Delayed
62993,14069,2023-03-13,2023-05-31,2060,5074,4066,3070,198.18,On Time
62994,12332,2023-05-14,2023-04-29,2033,5044,4073,3189,896.53,On Time
62995,14571,2023-05-02,2023-01-22,2097,5076,4036,3208,222.48,Delayed
62996,13686,2023-04-15,2023-05-15,2042,5141,4140,3131,451.69,Cancelled
62997,10632,2023-03-10,2023-05-04,2100,5119,4139,3157,550.83,On Time
62998,14799,2023-03-12,2023-04-07,2013,5040,4129,3277,348.17,On Time
62999,12457,2023-05-30,2023-01-14,2014,5004,4039,3054,525.43,On Time
63000,10982,2023-04-27,2023-01-02,2058,5129,4093,3244,732.44,On Time
63001,14655,2023-02-01,2023-05-31,2040,5006,4070,3215,728.73,On Time
63002,14318,2023-04-19,2023-04-28,2065,5055,4137,3011,926.17,On Time
63003,11557,2023-04-07,2023-06-02,2005,5066,4018,3219,868.99,On Time
63004,12206,2023-01-01,2023-03-06,2030,5118,4127,3205,985.85,On Time
63005,14444,2023-04-18,2023-05-31,2082,5146,4059,3201,615.61,On Time
63006,14985,2023-04-24,2023-03-03,2045,5029,4067,3072,430.49,On Time
63007,13956,2023-02-10,2023-04-19,2058,5053,4109,3109,278.09,On Time
63008,10922,2023-01-08,2023-01-13,2039,5131,4131,3027,281.77,On Time
63009,10405,2023-01-30,2023-04-01,2012,5148,4030,3289,193.38,On Time
63010,14773,2023-02-15,2023-05-13,2034,5132,4091,3005,740.33,On Time
63011,14685,2023-04-15,2023-03-25,2014,5082,4002,3265,671.53,On Time
63012,11621,2023-04-06,2023-05-09,2038,5136,4020,3141,327.68,Cancelled
63013,12953,2023-03-02,2023-05-21,2016,5105,4097,3225,897.53,On Time
63014,13119,2023-05-21,2023-02-03,2061,5086,4029,3089,574.67,On Time
63015,11595,2023-03-30,2023-05-30,2059,5083,4009,3134,115.57,On Time
63016,10566,2023-05-06,2023-05-09,2075,5073,4004,3103,108.38,Cancelled
63017,14800,2023-03-02,2023-04-11,2097,5099,4040,3125,186.03,On Time
63018,12869,2023-04-30,2023-04-17,2079,5026,4141,3083,250.7,On Time
63019,10858,2023-05-01,2023-03-14,2074,5034,4134,3267,893.07,On Time
63020,11285,2023-02-17,2023-03-16,2067,5071,4073,3263,789.53,On Time
63021,10585,2023-02-28,2023-04-07,2011,5094,4026,3057,241.64,On Time
63022,14328,2023-01-11,2023-04-03,2011,5089,4103,3287,286.07,On Time
63023,11246,2023-01-25,2023-03-16,2016,5027,4041,3187,654.95,On Time
63024,10052,2023-02-15,2023-03-14,2038,5033,4042,3174,877.95,Delayed
63025,12164,2023-02-23,2023-03-01,2030,5072,4128,3135,350.89,Delayed
63026,10538,2023-02-03,2023-02-26,2041,5049,4061,3094,549.22,On Time
63027,10541,2023-03-25,2023-01-14,2001,5063,4062,3009,895.86,On Time
63028,10815,2023-05-15,2023-02-05,2038,5019,4021,3009,782.1,Delayed
63029,11416,2023-03-03,2023-04-30,2098,5022,4043,3113,896.93,On Time
63030,12839,2023-02-26,2023-04-26,2060,5090,4149,3122,314.17,Delayed
63031,11653,2023-04-03,2023-06-07,2019,5067,4107,3108,706.39,Delayed
63032,12666,2023-04-26,2023-02-26,2098,5137,4058,3272,158.31,On Time
63033,14515,2023-03-17,2023-05-14,2059,5071,4045,3258,635.4,On Time
63034,14063,2023-05-13,2023-02-23,2100,5079,4080,3198,338.82,On Time
63035,12357,2023-03-17,2023-04-12,2068,5132,4137,3118,716.41,On Time
63036,13811,2023-02-06,2023-05-01,2010,5037,4130,3156,184.78,Delayed
63037,10864,2023-05-24,2023-03-02,2017,5028,4127,3128,682.3,On Time
63038,10186,2023-01-30,2023-04-16,2080,5137,4046,3043,723.09,On Time
63039,14357,2023-02-11,2023-05-15,2085,5035,4006,3063,864.3,On Time
63040,11552,2023-03-02,2023-04-17,2092,5112,4048,3145,702.72,On Time
63041,12208,2023-02-17,2023-03-22,2072,5009,4127,3275,546.72,On Time
63042,10762,2023-03-25,2023-05-27,2029,5052,4112,3023,794.95,On Time
63043,14320,2023-04-03,2023-01-12,2006,5145,4136,3275,320.21,On Time
63044,11280,2023-03-09,2023-02-21,2094,5009,4032,3129,693.59,On Time
63045,14276,2023-02-15,2023-05-02,2066,5054,4101,3299,738.3,On Time
63046,14728,2023-04-23,2023-01-24,2063,5133,4077,3281,422.91,On Time
63047,13695,2023-01-28,2023-02-17,2031,5124,4068,3182,989.52,On Time
63048,13282,2023-03-18,2023-03-17,2025,5109,4028,3262,388.29,Delayed
63049,11537,2023-05-01,2023-04-04,2087,5147,4144,3228,130.27,On Time
63050,13165,2023-01-03,2023-05-08,2021,5066,4057,3251,338.3,On Time
63051,12771,2023-02-06,2023-02-26,2016,5045,4055,3081,144.47,On Time
63052,11964,2023-05-27,2023-06-05,2004,5071,4083,3076,372.34,On Time
63053,13846,2023-04-02,2023-03-15,2046,5106,4106,3281,171.48,Delayed
63054,13436,2023-03-24,2023-05-18,2008,5033,4086,3202,467.56,On Time
63055,14711,2023-01-17,2023-01-19,2006,5118,4076,3119,789.08,On Time
63056,10562,2023-05-01,2023-02-14,2053,5080,4104,3252,114.07,Cancelled
63057,12422,2023-03-28,2023-05-30,2064,5088,4133,3122,584.95,Delayed
63058,14718,2023-02-09,2023-02-26,2091,5094,4101,3174,91.64,On Time
63059,12136,2023-03-14,2023-04-11,2051,5045,4032,3059,890.38,On Time
63060,12062,2023-01-29,2023-01-02,2100,5035,4098,3055,925.31,Delayed
63061,12181,2023-02-11,2023-06-05,2100,5081,4012,3152,517.74,Cancelled
63062,11961,2023-01-29,2023-02-15,2063,5102,4107,3152,780.77,On Time
63063,13880,2023-03-07,2023-03-05,2088,5010,4066,3168,613.27,On Time
63064,13280,2023-05-04,2023-02-28,2006,5041,4052,3148,373.63,On Time
63065,13885,2023-05-25,2023-03-05,2062,5114,4032,3197,282.88,On Time
63066,13271,2023-04-30,2023-02-08,2033,5126,4134,3124,770.67,On Time
